text	label	prediction
设定完整，特效很棒，看得出拍的很认真，但是确实没有沈腾之前主演的电影好笑了。	正面	正面
感觉还挺不错的	正面	正面
还行6434846484	负面	正面
真的狠狠的爱 欢乐与泪水同行	正面	正面
Coldplay的音乐出来那一刻开始 沈腾叔在我心中形象直接拉满	正面	正面
电影不错，就是环球港停车费太贵了！简直是黑店啊！大家不要去相城大道上的环球港观影！	正面	正面
可以可以，不错	正面	正面
好看😊值得打卡	正面	正面
好看，好笑中又带着点悲伤	正面	正面
好看好看！从一开始的搞笑到后面的感动，还有那只金刚鼠，真的令人印象深刻	正面	正面
很棒，现场笑料满满	正面	正面
好看，很好看！不错	正面	正面
很好看吧，画面很清晰	正面	正面
有笑点有汨点值得看的的影片	正面	正面
非常不错很好看	正面	正面
别问我为什么要去看，因为不上班在家太无聊了，所以才能看到这无聊低级趣味的电影。	负面	负面
进rosyXP去去呀外婆去学习呀	正面	正面
不错的，搞笑与深意并存	正面	正面
非常非常棒，沈腾和马丽的组合从来就没有让人失望过	正面	正面
垃圾片一部不值得看	负面	负面
挺搞笑！！！！	正面	正面
非常感人非常搞笑	正面	正面
笑死我了 特别好看	正面	正面
这个电影看到一半感觉很像二十多年前，有一部布鲁斯威利斯的电影，名字忘记了，就是感觉非常非常非常像！	正面	正面
超级好看特别搞笑	正面	正面
75分叭，耿不是特别好笑 ，搞笑包袱一般	负面	正面
没啥看点，垃圾片	负面	负面
名民工明明民工你	正面	正面
十分好看强推	正面	正面
不错画面做的很漂亮，科技感十足	正面	正面
好看 好看😊	正面	正面
喜欢科幻电影，结局的时候感动了	正面	正面
沈叔叔还是很搞笑，马姐变美了。	正面	正面
先笑后哭，非常不错的电影	正面	正面
很好笑、整个厅都在笑！沈马组合yyds！！！也反映了喜剧的本质是悲剧	正面	正面
演技很不错，情节也可以，该笑的情节也都很搞笑，就是不理解，你一个喜剧为什么悲情结尾，没想明白你是想让我们哭还是笑	正面	正面
很不错的片子，轻松愉快	正面	正面
看似漏洞百出实则是无厘头，笑中有泪，值得看一看	正面	正面
说实话，我觉得一般，看到最后想睡觉	正面	负面
可以去看看的，不错！	正面	正面
小孩看了非常喜欢，尤其一人一鼠特别搞笑，好看，推荐推荐推荐看看看	正面	正面
挺搞笑的，有搞笑有感动，挺高的一部影片	正面	正面
剧情很精怪 画面很好 宇宙级浪漫我感受到了 就是电影中生活中的人们让我出戏	正面	正面
就那样吧，没什么让我觉得特别有内涵的包袱，有些煽情的剧情还是有的。	正面	正面
🌟 推荐：我真的很少看电影 这个电影是朋友推荐的 看完真的觉得yyds 这个电影真的包含很多点  😊 演技：沈腾和马丽 还有几个 演技真的没话说 很容易共情  🌅 画面：这个电影惊艳到我的还有就是画面感 很强   🎉闪光点：很多意想不到的反转和惊喜   😭 哭点：这部电影有好几个片段都让我眼泪汪汪 但是突然一下又有搞笑的部分 真的就是还没来得及哭就又笑了  😂 笑点：笑点就没得说了 还是一如既往的好笑🤭	正面	正面
好看，带孩子来看都说好看，	正面	正面
结局有些意外 很感人😭	正面	正面
很赞很不错👍！	正面	正面
蛮好看的蛮好看的很震撼	正面	正面
喜欢，非常喜欢	正面	正面
不怎么评论的，对不起票价我觉得强行尬贼尬	负面	负面
笑点很多哦，很好看	正面	正面
很好看，特效很好，代入感强，很欢乐，全程没出戏	正面	正面
可以，总是在不经意的时候让你笑	正面	正面
很好，有笑有泪	正面	正面
超级搞笑，最后挺感人的	正面	正面
非常喜欢很有意义的电影🎬！	正面	正面
好看啊…………	正面	正面
强烈推荐，喜剧，感动	正面	正面
总体感觉一般，太过煽情，有点无聊	负面	负面
还行，可以看看，当放松。	正面	正面
好看极力推荐	正面	正面
很好看，强推！最后主题升华，哭死了。	正面	正面
沈腾马丽就是可以	正面	正面
和朋友一起看的，很有意思	正面	正面
好看又好笑又感动	正面	正面
剧情一般般，	正面	负面
非常好看👍👍	正面	正面
有笑有泪，沈马组合yyds.	正面	正面
很有沈马的风格，笑中也带有深意，值得一看。	正面	正面
很好看，剧情也很好	正面	正面
看的想睡觉，演技可以，剧情……怎么这还能拍成电影，导演的思维拍成这样不太理解，反正挺烧钱的😂	负面	负面
挺好看的，孩子很喜欢看的很开心	正面	正面
沈腾与一只袋鼠主演，非常值得观看	正面	正面
做人还是要有希望有信念，自立自强！	正面	正面
强烈推荐，特别好看，很搞笑也感动	正面	正面
好看，但又没那么好看。	负面	正面
很好看，轻松搞笑，本来是去看沈腾马丽，结果被刚子感动了！	正面	正面
好看好看 太好笑了	正面	正面
垃圾片，喜剧不像喜剧，科幻不像科幻	负面	负面
有笑有泪，特效还特别棒！太赞了！！	正面	正面
太没意思了，和之前的差太多啦	负面	负面
好，珍惜身边人	正面	正面
剧情一般，没有想象中的那么好	正面	负面
背负着重振电影市场的重任，电影没有让人失望，票房火爆，上座爆棚。 这次开心麻花还邀请了笑果脱口秀团队加入，文本可见升级，很多梗都能看出脱口秀的技巧。前笑点十足，后哭点感人，教科书般的高级喜剧。 沈腾马丽组合依旧yyds,影片特效也很棒，特别是有Cgs中国巨幕效果加持，更为震撼!	正面	正面
非常好看，超级超级好看	正面	正面
剧情还是非常不错，值得推荐。	正面	正面
太好看了好嘛!!这对搭档从不让人失望!	正面	正面
演技真的非常好	正面	正面
大烂片，看不懂剧情，全靠人凑	负面	负面
也太烂了吧，不好看	负面	负面
很值得一看，笑着开场哭着结束，沈腾马丽从不会让人失望	正面	正面
好好的，我们的话说，	正面	正面
好看感人又好笑	正面	正面
前面搞笑 后面感动 结局悲伤 挺励志的吧	正面	正面
可以。很好笑	正面	正面
偷票的垃圾 票房都是虚的 **	负面	负面
不怎样……普通	负面	负面
是真的不错 前面非常好看 值回票价	正面	正面
看之前没想到这么催泪555555	正面	正面
沈马组合yyds	正面	正面
挺好看的，剧情跌宕起伏	正面	正面
挺逗的，很好看	正面	正面
不知道放了一些啥 搞笑是蛮搞笑的 没评论区说的这么夸张?反正没被惊艳到吧！	负面	正面
喜欢养宠物的去看看	正面	正面
挺好看的，经典搭档，笑中有泪，意义升华	正面	正面
不错，剧情也很好	正面	正面
既感人，笑点也多	正面	正面
很不错哦！带孩子去看的，在电影院笑得直不起腰。沈腾出演的电影还是值得相信的，推荐！	正面	正面
一级棒一级棒！！	正面	正面
特别喜欢沈腾马丽的电影，有笑有泪，真心不错，值得推荐，绝对不会失望。	正面	正面
电影可以，电影院太差劲了	正面	正面
小朋友很喜欢。	正面	正面
超级好看！还得去看一次	正面	正面
内容丰富，主题深刻	正面	正面
就是一个字，好看！	正面	正面
特别喜欢特别好看特别棒	正面	正面
腾意满满，但还是觉得煽情大于搞笑，“骗”得眼泪💧多多～	正面	正面
好看，灰常好看！！！笑中有泪！	正面	正面
很不错，含腾量百分百	正面	正面
非常好看，超乎想象	正面	正面
蛮好看的，搞笑加感人	正面	正面
开心麻花必出精品 😭 整部电影下来独孤月和马兰星的爱情非常感人，独孤月就是大英雄 👏	正面	正面
很喜剧，也很科幻，还行，还是开心麻花的风格，我感觉主要还是搞笑。	正面	正面
喜欢沈腾，无条件满分，剧情演技在线，感动更多。	正面	正面
好看，不错，	正面	正面
超级不好看。。整部剧觉得很无聊 好评都是刷的吧	负面	负面
剧情挺搞笑的	正面	正面
有笑有泪，感觉还可以。亮点主要是沈马组合，剧情一般，感觉和流浪地球比较相似。	正面	正面
前段高效，后段感人。挺好看的	正面	正面
跟以前没有办法比了不高兴了	负面	负面
非常好看，二刷完了！！！沈马就是最棒的！！！独行月球冲啊！！	正面	正面
剧情真的很好，沈腾有几个镜头依稀可看到小草的影子。马丽竟然也让人觉得很漂亮。	正面	正面
有点强行煽情 但确实挺搞笑的	正面	正面
含腾量满级 必须推荐	正面	正面
真的好好看 后边也感人	正面	正面
看了一半出来了，怀孕八个月不易去看电影啊，	负面	正面
一般吧，有点强行搞笑	正面	负面
前十分钟的运镜绝了，鸡皮疙瘩飞起 ​特效全程在线 ​还有，我永远都吃开心麻花的笑点和泪点！	正面	正面
太搞笑了，不错	正面	正面
蛮好看的，喜欢	正面	正面
很感动，喜欢沈腾马丽	正面	正面
值得一看，还可以。	正面	正面
又爆笑又感动	正面	正面
感人，但男主对感情付出的太多了，付出了生命的代价是不值得。	正面	正面
挺好探店之后赶紧来评论，服务员反应很及时，环境颜值在线，整个过程都很愉快	正面	正面
年度最佳，太酷了	正面	正面
还可以故事很感人	正面	正面
还可以吧。孩子看的挺开心。结局有点可惜。	负面	正面
明摆着是沈腾独角戏啊！莫名其妙的多了个破袋鼠🦘！还不如把袋鼠换成马丽呢！不知道导演咋想的	负面	负面
如果可以的话，半颗星都不想给，明显就是来骗钱的呀。什么乱七八糟的，一点诚意都没有，一路看沈腾的电影过来的，这部电影是怎么了呢，现在就剩用自己的人气来骗钱的地步了吗	负面	负面
挺好笑的还算	正面	正面
感觉一般般，没有什么亮点。	负面	负面
挺搞笑的，大人小孩都喜欢看	正面	正面
爆炸好看，看哭了	正面	正面
没得说 喜剧 又带有一丝悲哀 演绎的淋漓尽致 看的人笑的那叫一个爽	正面	正面
真心一般，傻子演	负面	负面
没有想象中的那么好看	正面	正面
作为喜剧还阔以，不能当科幻来看	正面	正面
意料之中，情理之内。开心麻花正常输出。值得一看。	正面	正面
好好看 好搞笑	正面	正面
好不错！！！	正面	正面
全场主角只有沈腾和金刚鼠	正面	正面
很感动的一部电影	正面	正面
非常喜欢，好看好看，希望继续努力出	正面	正面
沈腾这么多年了 拍电影的风格还是跟几年前一样的拍戏风格一样。要不了几年应该就要凉了	负面	正面
